id,max_eps,min_eps,|rnn|,[knn],[rnn]
0,4.6794e-310,4.6794e-310,0,[ ],[ ]
1,4.6794e-310,4.6794e-310,0,[ ],[ ]
2,4.6794e-310,4.6794e-310,0,[ ],[ ]
3,4.6794e-310,4.6794e-310,0,[ ],[ ]
4,4.6794e-310,4.6794e-310,0,[ ],[ ]
5,4.6794e-310,4.6794e-310,0,[ ],[ ]
6,4.6794e-310,4.6794e-310,0,[ ],[ ]
7,4.6794e-310,4.6794e-310,0,[ ],[ ]
8,4.6794e-310,4.6794e-310,0,[ ],[ ]
9,4.6794e-310,4.6794e-310,0,[ ],[ ]
10,4.6794e-310,4.6794e-310,0,[ ],[ ]
11,4.6794e-310,4.6794e-310,0,[ ],[ ]
12,4.6794e-310,4.6794e-310,0,[ ],[ ]
13,4.6794e-310,4.6794e-310,0,[ ],[ ]
14,4.6794e-310,4.6794e-310,0,[ ],[ ]
15,4.6794e-310,4.6794e-310,0,[ ],[ ]
16,4.6794e-310,4.6794e-310,0,[ ],[ ]
17,4.6794e-310,4.6794e-310,0,[ ],[ ]
18,4.6794e-310,4.6794e-310,0,[ ],[ ]
19,4.6794e-310,4.6794e-310,0,[ ],[ ]
20,4.6794e-310,4.6794e-310,0,[ ],[ ]
21,4.6794e-310,4.6794e-310,0,[ ],[ ]
22,4.6794e-310,4.6794e-310,0,[ ],[ ]
23,4.6794e-310,4.6794e-310,0,[ ],[ ]
24,4.6794e-310,4.6794e-310,0,[ ],[ ]
25,4.6794e-310,4.6794e-310,0,[ ],[ ]
26,4.6794e-310,4.6794e-310,0,[ ],[ ]
27,4.6794e-310,4.6794e-310,0,[ ],[ ]
28,4.6794e-310,4.6794e-310,0,[ ],[ ]
29,4.6794e-310,4.6794e-310,0,[ ],[ ]
30,4.6794e-310,4.6794e-310,0,[ ],[ ]
31,4.6794e-310,4.6794e-310,0,[ ],[ ]
32,4.6794e-310,4.6794e-310,0,[ ],[ ]
33,4.6794e-310,4.6794e-310,0,[ ],[ ]
34,4.6794e-310,4.6794e-310,0,[ ],[ ]
35,4.6794e-310,4.6794e-310,0,[ ],[ ]
36,4.6794e-310,4.6794e-310,0,[ ],[ ]
37,4.6794e-310,4.6794e-310,0,[ ],[ ]
38,4.6794e-310,4.6794e-310,0,[ ],[ ]
39,4.6794e-310,4.6794e-310,0,[ ],[ ]
40,4.6794e-310,4.6794e-310,0,[ ],[ ]
41,4.6794e-310,4.6794e-310,0,[ ],[ ]
42,4.6794e-310,4.6794e-310,0,[ ],[ ]
43,4.6794e-310,4.6794e-310,0,[ ],[ ]
44,4.6794e-310,4.6794e-310,0,[ ],[ ]
45,4.6794e-310,4.6794e-310,0,[ ],[ ]
46,4.6794e-310,4.6794e-310,0,[ ],[ ]
47,4.6794e-310,4.6794e-310,0,[ ],[ ]
48,4.6794e-310,4.6794e-310,0,[ ],[ ]
49,4.6794e-310,4.6794e-310,0,[ ],[ ]
50,4.6794e-310,4.6794e-310,0,[ ],[ ]
51,4.6794e-310,4.6794e-310,0,[ ],[ ]
52,4.6794e-310,4.6794e-310,0,[ ],[ ]
53,4.6794e-310,4.6794e-310,0,[ ],[ ]
54,4.6794e-310,4.6794e-310,0,[ ],[ ]
55,4.6794e-310,4.6794e-310,0,[ ],[ ]
56,4.6794e-310,4.6794e-310,0,[ ],[ ]
57,4.6794e-310,4.6794e-310,0,[ ],[ ]
58,4.6794e-310,4.6794e-310,0,[ ],[ ]
59,4.6794e-310,4.6794e-310,0,[ ],[ ]
60,4.6794e-310,4.6794e-310,0,[ ],[ ]
61,4.6794e-310,4.6794e-310,0,[ ],[ ]
62,4.6794e-310,4.6794e-310,0,[ ],[ ]
63,4.6794e-310,4.6794e-310,0,[ ],[ ]
64,4.6794e-310,4.6794e-310,0,[ ],[ ]
65,4.6794e-310,4.6794e-310,0,[ ],[ ]
66,4.6794e-310,4.6794e-310,0,[ ],[ ]
67,4.6794e-310,4.6794e-310,0,[ ],[ ]
68,4.6794e-310,4.6794e-310,0,[ ],[ ]
69,4.6794e-310,4.6794e-310,0,[ ],[ ]
70,4.6794e-310,4.6794e-310,0,[ ],[ ]
71,4.6794e-310,4.6794e-310,0,[ ],[ ]
72,4.6794e-310,4.6794e-310,0,[ ],[ ]
73,4.6794e-310,4.6794e-310,0,[ ],[ ]
74,4.6794e-310,4.6794e-310,0,[ ],[ ]
75,4.6794e-310,4.6794e-310,0,[ ],[ ]
76,4.6794e-310,4.6794e-310,0,[ ],[ ]
77,4.6794e-310,4.6794e-310,0,[ ],[ ]
78,4.6794e-310,4.6794e-310,0,[ ],[ ]
79,4.6794e-310,4.6794e-310,0,[ ],[ ]
80,4.6794e-310,4.6794e-310,0,[ ],[ ]
